index,question,category,correct_answer,predicted_answer,raw_response,reasoning_length,is_correct
860,"Il dipinto La pazza di Giacomo Balla, presso la Galleria Nazionale di Arte Moderna e Contemporanea di Roma, rappresenta una donna malata di mente che si identifica con:",art_history,C,D,"Giacomo Balla è noto per il suo legame con il Futurismo e l'arte astratta, ma ""La pazza"" (1915) è un'opera figurativa che ritrae una donna in uno stato di agitazione. La figura è associata alla sorella dell'artista, Elena Balla, che soffriva di disturbi mentali. Balla ha spesso rappresentato la sorella nei suoi quadri, rendendola un soggetto ricorrente.

FINALE: D",366,False
861,"Filippo Neviani è il nome d'arte di un famoso e noto cantante italiano, quale?",current_events,B,D,"Filippo Neviani è il vero nome di Fedez, un famoso cantante e influencer italiano. Le altre opzioni (J-Ax, Nek, Raf) hanno nomi d'arte diversi o nomi reali differenti.

FINALE: D",178,False
862,"La canzone ""Torna a Surriento"" fu composta:",tourism,A,B,"La canzone ""Torna a Surriento"" è famosa per celebrare la bellezza e il fascino di Sorrento, un tema centrale nel testo e nella tradizione napoletana. La sua melodia e le sue parole evocano paesaggi e sentimenti legati alla città. Non ci sono prove storiche che la colleghino a promesse politiche o a Enrico Caruso.

FINALE: B",325,False
863,"""Nerboruto"" può essere un contrario di:",lexicon,A,A,"""Nerboruto"" significa robusto o muscoloso, quindi il suo contrario dovrebbe indicare debolezza o mancanza di forza. ""Gracile"" significa esile o fragile, che è l'opposto di robusto.

FINALE: A",191,True
864,"Considerato che alcune parole cambiano completamente significato passando da un genere all'altro, indicare tra le seguenti la coppia di termini del tutto estranei.",lexicon,B,B,"Le coppie A, C e D indicano maschio/femminile della stessa parola (gatto/gatta, alunno/alunna, postino/postina). La coppia B (""collo"" e ""colla"") sono due parole diverse con significati differenti (collo = parte del corpo, colla = adesivo).

FINALE: B",250,True
865,Se dico che “ho perso la tramontana” cosa voglio dire?,lexicon,C,C,"""Tramontana"" è un vento freddo del Nord, ma in italiano è anche un modo di dire che significa ""perdere il senso dell'orientamento"" o ""confondersi"". Quindi, l'opzione C è corretta.

FINALE: C",190,True
866,"Quando è in vigore l'ora legale, l'orario adottato nei paesi dell'Europa centrale, fra cui l'Italia:",geography,A,B,"L'Italia e i paesi dell'Europa centrale adottano l'ora solare standard (UTC+1) e l'ora legale (UTC+2). Quindi, durante l'ora legale, aggiungono un'ora rispetto all'UTC, ma non due. Tuttavia, l'opzione A dice ""aggiunge due ore"", che non è corretto. L'opzione C dice ""sottrae un'ora"", che è sbagliata. L'opzione D è irrilevante. Quindi, la risposta corretta è B, anche se tecnicamente durante l'ora legale è UTC+1, ma in generale l'orario standard è UTC+1.

FINALE: B",465,False
867,"In quale dei seguenti termini NON è possibile inserire la sillaba ""con""?",morphology,A,C,"La sillaba ""con"" non può essere inserita in ""contenzioso"" perché già contiene ""con"" all'inizio. Negli altri casi, è possibile aggiungere ""con"" senza alterare il significato o la pronuncia (es. ""composito"", ""contingentato"", ""consuntivo"").

FINALE: C",248,False
868,"IL NOME ""FARAONE"" IN LINGUA EGIZIA SIGNIFICA:",art_history,A,A,"Il termine ""faraone"" in egiziano antico si riferisce al re come colui che ""abita nella grande casa"", un riferimento al palazzo reale. Le altre opzioni non corrispondono all'etimologia storica.

FINALE: A",203,True
869,"Nel territorio della Repubblica, a chi viene garantito il diritto d’asilo?",civic_education,B,B,"La Costituzione italiana garantisce il diritto d’asilo a chi fugge da persecuzioni o violazioni gravi dei diritti umani. Le opzioni C e D parlano di pena di morte e tortura, che sono forme di violenza grave, ma l’opzione B è più generica e include anche chi è privato delle libertà democratiche, in linea con i principi costituzionali.

FINALE: B",346,True
870,Dolce tipico della Pasqua campana:,tourism,A,A,"La pastiera è un dolce tipico napoletano associato alla Pasqua, mentre la cassata è siciliana e gli struffoli sono tipici del Carnevale. Quindi, la risposta corretta è la A.

FINALE: A",184,True
871,Un sinonimo di “precario” è:,synonyms_and_antonyms,A,A,"""Precario"" significa qualcosa che non è stabile o sicuro. Tra le opzioni, ""instabile"" (A) è il sinonimo più diretto, mentre ""fisso"" (C) è l'antonimo. ""Pregevole"" (B) e ""degradato"" (D) non sono direttamente collegati.

FINALE: A",227,True
872,Indicare quale dei seguenti aggettivi è scritto scorrettamente.,morphology,D,D,"L'aggettivo ""emancipato"" si scrive con una sola ""n"" (""emancipato""), ma qui è scritto come ""emanciato"", che è errato.

FINALE: D",127,True
873,Una proposizione coordinata che è posta in alternativa alla proposizione cui si lega è:,syntax,B,B,"La proposizione coordinata che si oppone o contrasta con quella principale è avversativa (A). Quella che introduce un'alternativa è disgiuntiva (B). Le altre opzioni non si adattano a questa funzione.

FINALE: B",211,True
874,"Abbinare correttamente i periodi sotto elencati alle proposizioni subordinate in essi contenute. 1. A sentirsi salutare da uno sconosciuto, rimase sorpresa 2. Ma non era uno sconosciuto, quell'uomo che la salutava 3. Non lo aveva riconosciuto perchà portava gli occhiali da sole a. proposizione causale b. proposizione relativa c. proposizione temporale",orthography,C,C,"1. ""A sentirsi salutare da uno sconosciuto"" introduce un'azione che causa la sorpresa (causale).
2. ""quell'uomo che la salutava"" è una proposizione relativa (relativa).
3. ""perché portava gli occhiali da sole"" spiega il motivo (causale).

FINALE: C",248,True
875,Il settore primario comprende:,geography,D,D,"Il settore primario si riferisce alle attività legate all'estrazione di materie prime dalla natura, come l'agricoltura, la pesca o la silvicoltura. Tra le opzioni, solo l'agricoltura (D) rientra in questa categoria.

FINALE: D",226,True
876,Il principale lago della Campania è:,tourism,B,C,"Il lago di Patria è il più grande della Campania, situato tra i comuni di Giugliano in Campania e Caserta. Il lago di Fusaro è più piccolo e si trova in un'area protetta. Il lago del Matese è in Molise, non in Campania.

FINALE: C",230,False
877,CHI FU IL CELEBRE VIAGGIATORE CHE PER PRIMO RAGGIUNSE IL CAPO DI BUONA SPERANZA?,art_history,B,B,"Il Capo di Buona Speranza fu raggiunto per primo da un esploratore portoghese. Tra le opzioni, solo Bartolomeo Diaz (B) era un navigatore portoghese attivo in quel periodo. Pedro Alvares Cabral (A) arrivò in Brasile, mentre Cristoforo Colombo (C) raggiunse le Americhe.

FINALE: B",280,True
878,"Chi fu Bernardo Strozzi, del quale si conserva nella Galleria Nazionale d'Arte Antica di Roma di Palazzo Barberini l'Elemosina di San Lorenzo?",art_history,B,B,"Bernardo Strozzi è noto come pittore genovese influenzato dal naturalismo caravaggesco, con opere caratterizzate da un forte realismo e contrasti luminosi. La sua ""Elemosina di San Lorenzo"" è un esempio di questo stile, in linea con il Barocco italiano.

FINALE: B",264,True
879,"Quali sono stati i paesi firmatari del Trattato di Roma che, nel 1957, ha istituito la Comunità Economia Europea?",geography,C,C,"Il Trattato di Roma del 1957 istituì la Comunità Economica Europea (CEE). Ricordo che i paesi fondatori erano sei, tra cui Belgio, Francia, Germania Ovest, Italia, Lussemburgo e Paesi Bassi. Il Regno Unito non era tra i firmatari originali, ma si unì in un secondo momento.

FINALE: C",284,True
880,"Nei rapporti tra i diversi livelli territoriali di potere quale principio è sancito nel comma 4 dell’art. 118 Cost., così come modificato dalla legge cost. n.3/2001?",civic_education,C,A,"Il comma 4 dell’art. 118 Cost., come modificato dalla legge cost. n.3/2001, introduce il principio di sussidiarietà verticale, che stabilisce che le funzioni amministrative devono essere attribuite ai livelli territoriali più vicini ai cittadini (comuni, province, regioni) solo se non possono essere svolte in modo più efficiente da enti decentrati o da soggetti privati.

FINALE: A",383,False
881,"Qual è il significato di ""fellone""?",literature,C,C,"Il termine ""fellone"" richiede una rapida analisi. La radice ""fell-"" è legata al latino *fel*, che significa ""ingannevole"" o ""traditore"". In italiano, ""fellone"" indica chi agisce slealmente o tradisce. Le altre opzioni non colgono questa accezione: A) ""piacevole"" è opposto, B) ""alto"" è irrilevante, D) ""felino"" è un falso amico.

FINALE: C",339,True
882,"Nel periodo ""i batteri sono così piccoli da non poter essere visti ad occhio nudo"" che tipo di proposizione è ""da non poter essere visti ad occhio nudo""?",orthography,A,A,"La proposizione ""da non poter essere visti ad occhio nudo"" introduce una conseguenza del fatto che i batteri sono piccoli, quindi è una subordinata consecutiva implicita (con il ""da"" che introduce la conseguenza).

FINALE: A",224,True
883,I templi di Paestum sono di ordine:,art_history,B,B,"I templi di Paestum sono noti per il loro stile architettonico classico, con colonne robuste e capitelli decorati con foglie di acanto. Questo stile corrisponde all'ordine dorico, tipico della Grecia antica e presente anche in Magna Grecia.

FINALE: B",251,True
884,"Coniato da Richard Lassels nel 1670, il termine è venuto a riferirsi ai viaggi di una elite nord europea, in maggioranza brittanica, in Francia, in Svizzera, e nel Sud dell'Europa ed aveva apparentemente un carattere educativo:",geography,C,C,"Il termine ""Grand Tour"" si riferisce ai viaggi educativi delle élite europee, in particolare britanniche, in Francia, Svizzera e Sud Europa. Il nome ""Grand Tour"" è storicamente associato a questo concetto, mentre le altre opzioni non corrispondono a questa definizione.

FINALE: C",280,True
885,Lo Stato più piccolo del mondo è?,current_events,B,B,"Il Vaticano è uno Stato indipendente all'interno della città di Roma, noto per essere molto piccolo in termini di area e popolazione.
L'Andorra è più grande del Vaticano, il Portogallo e la Svizzera sono entrambi Paesi di dimensioni medie in Europa.
Il Vaticano è quindi il più piccolo.

FINALE: B",297,True
886,Quale dei seguenti paesi fu una importante meta dell'emigrazione italiana a cavallo tra Ottocento e Novecento?,history,D,D,"L'Italia ha avuto un forte flusso migratorio verso gli Stati Uniti tra Ottocento e Novecento, attratti dal sogno americano e dalle opportunità economiche. Gli altri paesi elencati non furono destinazioni principali per l'emigrazione italiana in quel periodo.

FINALE: D",269,True
887,"Qual è la più importante manifestazione italiana nel campo dell'editoria che si svolge al Lingotto una volta all'anno, nel mese di maggio?",current_events,A,A,"Il Salone Internazionale del Libro di Torino si tiene al Lingotto ogni maggio ed è il principale evento editoriale italiano. Le altre opzioni si svolgono in altre città o periodi.

FINALE: A",190,True
888,Da quale punto cardinale spira il vento di scirocco?,geography,C,C,"Il vento di scirocco proviene dal Sud, quindi spira da sud verso nord. Tra le opzioni, la direzione più vicina è Sud-est (C), anche se tecnicamente il vento di scirocco è più orientato a Sud.

FINALE: C",202,True
889,LA LEGGE BIAGI HA INTRODOTTO UNA SERIE DI NOVITA' SIGNIFICATIVE IN MATERIA DI:,current_events,A,B,"La legge Biagi ha riformato il sistema pensionistico in Italia, introducendo il sistema a conti individuali (contributivo) e modificando i requisiti per la pensione. Non riguarda direttamente l'occupazione o la pubblica amministrazione.

FINALE: B",247,False
890,"Quale, tra le frasi che seguono, contiene un complemento di causa?",syntax,C,C,"Il complemento di causa indica la causa di un'azione o di uno stato. Analizziamo le opzioni:

- A) ""A pranzo"" non è una causa, ma un tempo.
- B) ""dal presidente della Repubblica"" è un agente, non una causa.
- C) ""per il dolore insopportabile"" indica la causa del lamento.
- D) ""attraverso un buco"" è un mezzo, non una causa.

FINALE: C",335,True
891,"A quale organo è affidata l'importante funzione di segnalare, anche di propria iniziativa, gli abusi, le disfunzioni, le carenze ed i ritardi dell'amministrazione comunale nei confronti dei cittadini?",civic_education,D,D,"Il Difensore civico è un figura indipendente che si occupa di tutelare i diritti dei cittadini, segnalando disfunzioni o abusi dell'amministrazione comunale. Il Segretario comunale, invece, è un funzionario interno all'amministrazione, mentre il Presidente del Consiglio comunale e il Presidente della Provincia hanno ruoli diversi e non direttamente legati a questa funzione.

FINALE: D",387,True
892,"Quando l'Eritrea divenne colonia italiana, nel 1890, contava una popolazione di circa 300.000 abitanti. Nel 1941, quando la dominazione italiana cessò, a quanto ammontava la popolazione?",geography,C,B,"La popolazione dell'Eritrea non crebbe in modo così significativo in 50 anni. Le opzioni A e D sono impossibili, mentre la C è troppo alta per quel periodo. La risposta più plausibile è la B, dato che la crescita demografica era lenta e la popolazione rimase stabile o diminuì durante il colonialismo.

FINALE: B",312,False
893,Quale delle seguenti parole è correttamente apostrofata?,morphology,C,C,"L'apostrofo in italiano si usa per elisione (quando una vocale finale cade davanti a una vocale iniziale). Analizziamo le opzioni:

- A) ""Un amica"" → sbagliato, dovrebbe essere ""un'amica"" (elisione di ""un"" + ""a"").
- B) ""Un'hobby"" → sbagliato, non c'è elisione, l'apostrofo è errato.
- C) ""Un'accetta"" → corretto, elisione di ""un"" + ""a"".
- D) ""Un'ippocampo"" → sbagliato, dovrebbe essere ""un ippocampo"" (nessuna elisione).

FINALE: C",431,True
894,Le Ricordanze della mia vita sono un'opera autobiografica di quale autore del periodo risorgimentale?,literature,B,B,"Le *Ricordanze della mia vita* sono un'opera autobiografica di **Luigi Settembrini**, un intellettuale e patriota del Risorgimento italiano.

FINALE: B",151,True
895,Un contrario di “acuire” è:,synonyms_and_antonyms,C,C,"""Acute"" significa affilato o affilare, quindi il suo contrario è ""ottundere"", che significa smussare o rendere meno affilato.

FINALE: C",136,True
896,"Dato il seguente brano, si determini se contiene errori ed, eventualmente, in quali passaggi. [1] Dalla collina, l'occhio spazziava su tutto il littorale, [2] rivelando una natura ancora incontaminata, quasi primordiale, [3] con pochissime tracce di presenza umana.",morphology,C,D,"Il brano sembra corretto: ""spazziava"" (passato remoto, 1° persona singolare) è corretto, ""incontaminata"" e ""primordiale"" sono aggettivi appropriati, e ""tracce"" è un sostantivo adatto al contesto. Non ci sono errori evidenti.

FINALE: D",235,False
897,"Individuare gli errori contenuti nelle seguenti frasi. [1] Poter galeggiare per qualche minuto non significa saper nuotare [2] Per vincere una gara che dura tre minuti ci vogliono anni di coraggio, passione e dedizzione [3] Azzardiamo una scommessa su quel ragazzo? [4] Abbiamo azionato il cronometo, ma non è partito correttamente",orthography,C,C,"1. Frase [2]: ""dedizzione"" → errore (corretto: ""dedizione"").
2. Frase [4]: ""cronometo"" → errore (corretto: ""cronometro""), e manca l'apostrofo in ""partito"" (dovrebbe essere ""partito"" senza apostrofo, ma il verbo è corretto).
3. Frase [3]: ""azzardiamo"" → corretto (nessun errore).

FINALE: C",289,True
898,Il salame d'oca di Mortara è un prodotto IGP della Regione:,geography,C,C,"Il salame d'oca di Mortara è un prodotto tipico del Nord Italia, in particolare della zona di Mortara, che si trova in Lombardia. La Lombardia è nota per i suoi salumi, e questo prodotto ha una denominazione IGP.

FINALE: C",223,True
899,Movimento culturale europeo tra il XVII e il XVIII sec. caratterizzato dalla fede nella ragione e l'esperienza:,tourism,A,A,"Il movimento culturale europeo tra il XVII e il XVIII secolo che si basava sulla ragione e l'esperienza è l'Illuminismo, che promoveva il pensiero critico e scientifico.

FINALE: A",180,True
900,Un contrario di “intenso” è:,synonyms_and_antonyms,B,B,"""Intenso"" significa forte o concentrato, quindi il suo contrario dovrebbe essere l'opposto, cioè debole o poco marcato. Tra le opzioni, ""tenue"" (B) significa proprio questo, mentre le altre non sono contrarie ma diverse.

FINALE: B",231,True
901,"""The Young Pope"" è il titolo della serie ideata e diretta da:",current_events,D,D,"La serie ""The Young Pope"" è stata ideata e diretta da un regista italiano noto per il suo stile visivo e narrativo particolare. Tra le opzioni, Paolo Sorrentino è il più associato a questo tipo di produzione. Conosco anche che Sorrentino ha diretto film come ""La grande bellezza"", che ha uno stile simile.

FINALE: D",316,True
902,In Italia il 2 giugno si celebra:,current_events,A,A,"Il 2 giugno in Italia si festeggia la nascita della Repubblica Italiana, dopo il referendum del 1946 che ha scelto la forma repubblicana rispetto alla monarchia.

FINALE: A",172,True
903,"Come mostra anche la serie tv di Stefano Accorsi, negli anni 90, con l’espressione ""Mani Pulite"" si indicava:",current_events,A,A,"""Mani Pulite"" era un'inchiesta giudiziaria che ha colpito la corruzione politica negli anni '90, associata a giudici come Antonio Di Pietro. La serie TV con Stefano Accorsi ne racconta proprio questo.

FINALE: A",211,True
904,"Con riferimento all'accentazione delle parole, indicare quale frase è corretta.",orthography,B,D,"L'accento grave (`) si usa per indicare l'accentazione tonica o il troncamento in parole come ""nè"" (congiunzione) o ""sè"" (pronomi riflessivi). Analizziamo le opzioni:

- A) ""nè"" è corretto, ma ""carne"" e ""pesce"" non richiedono accento.
- B) ""interamente"" non ha bisogno di accento.
- C) ""nè"" è corretto, ma la frase è grammaticalmente errata (""Di soldi ne hai?"").
- D) ""sè"" è corretto in ""in sé"", ma qui è separato da un apostrofo, che è sbagliato.

La frase corretta è D, anche se l'apostrofo è un errore. Tra le opzioni, D è la più vicina alla regola dell'accento.

FINALE: D",576,False
905,Qual è il sinonimo di “risaputo”?,synonyms_and_antonyms,C,C,"""Risaputo"" significa noto o noto a tutti, quindi il suo sinonimo è ""arcinoto"", che ha lo stesso significato.

FINALE: C",119,True
906,Di cosa morì Pirandello?,literature,A,B,"Pirandello è noto per aver sofferto di tubercolosi, una malattia che ha influenzato la sua vita e la sua opera. La polmonite è una complicazione comune della tubercolosi, ma la causa principale del suo decesso è stata proprio la tubercolosi. Le altre opzioni (malaria e peste) non sono correlate alla sua storia clinica.

FINALE: B",331,False
907,"Un contrario di ""oltraggio"" è :",synonyms_and_antonyms,A,A,"""Oltraggio"" significa offesa o mancanza di rispetto. Un suo contrario potrebbe essere ""lode"", che indica apprezzamento o stima. Le altre opzioni (""villania"", ""vituperazione"", ""sfregio"") sono tutte forme di offesa o aggressione, quindi non sono contrarie.

FINALE: A",265,True
908,Il rapporto che lega il minore ai genitori è:,civic_education,B,B,"Il rapporto tra minore e genitori è regolato da diritti e doveri stabiliti dalla Costituzione e dalle leggi, come il diritto all'educazione e alla protezione. Le scelte educative non dipendono solo al padre o alla madre, ma sono condivise e protette giuridicamente.

FINALE: B",276,True
909,"Manarola, Riomaggiore, Corniglia, Vernazza e Monterosso formano:",geography,B,B,"Manarola, Riomaggiore, Corniglia, Vernazza e Monterosso sono famosi borghi della Liguria, noti per il loro paesaggio costiero e i sentieri panoramici. L'arcipelago toscano è un insieme di isole, quindi non può essere la risposta corretta. Le Cinque Terre sono proprio queste località.

FINALE: B",295,True
910,"Il romanzo ""Una donna"", ispirato alla propria vita, è stato scritto da:",current_events,D,D,"Il romanzo ""Una donna"" è un'autobiografia, quindi l'autrice deve essere una scrittrice italiana del XX secolo. Tra le opzioni, Sibilla Aleramo è nota per il suo libro autobiografico ""Una donna"", pubblicato nel 1920.

FINALE: D",226,True
911,In quale dei seguenti periodi è contenuta una proposizione avversativa?,orthography,D,C,"Le proposizioni avversative esprimono un contrasto o opposizione. Analizzando le opzioni:

- A) Nessun contrasto.
- B) Nessun contrasto, solo condizione.
- C) ""Tuttavia"" (sottinteso) introduce un contrasto tra ""gentile e onesto"" e ""taciturno"".
- D) ""Mentre"" introduce un contrasto tra ""pioggia arrivata"" e ""prevista domani"".

La C è più chiara come avversativa.

FINALE: C",372,False
912,Le sanzioni per la violazione degli obblighi di trasparenza per casi specifici di cui all'art. 47 del D.Lgs. n. 33/2013 e s.m.i. sono irrogate:,civic_education,C,C,"L'art. 47 del D.Lgs. 33/2013 riguarda le sanzioni per violazioni della trasparenza. L'Autorità Nazionale Anticorruzione (ANAC) è competente in materia di trasparenza e integrità, quindi è logico che sia lei a irrogare le sanzioni.

FINALE: C",241,True
913,"Quale sociologo italiano è legato all'attività del CENSIS, istituto di ricerca che, sotto la sua direzione, si è distinto nel panorama della ricerca sociologica sui mutamenti economicosociali, di mentalità e di costume in Italia?",current_events,B,B,"Il CENSIS è un istituto di ricerca sociologica italiano noto per i suoi studi su mutamenti economici e sociali. Tra le opzioni, Giuseppe De Rita è il più associato al CENSIS come direttore e figura chiave nella ricerca sociologica in Italia.

FINALE: B",252,True
914,"Quale può essere un esempio di collina che supera i 500 - 600 m s.l.m.,?",geography,D,B,"Le Dolomiti sono montagne, non colline.
Il Monte Bianco è una montagna, non una collina.
Le Langhe e i Colli Albani sono colline che superano i 500-600 m s.l.m., ma l'opzione B dice anche i 700-800 m, il che è corretto per alcune zone come il Monte Cimino (950 m) o il Monte Guadagnolo (1043 m).

FINALE: B",306,False
915,Uno dei pani più famosi e gustosi d'Italia è quello di:,tourism,A,A,"Il pane di Altamura è famoso per la sua crosta croccante e il sapore rustico, riconosciuto come DOP. Quello di Napoli è noto per la sua morbidezza e il profumo, ma non è altrettanto celebre. Caserta non ha una tradizione panaria altrettanto rinomata.

FINALE: A",261,True
916,"Per estensione, qual è il principale lago naturale italiano, con i suoi 370 chilometri quadrati?",geography,A,A,"Il lago di Garda è il più grande lago italiano per estensione, con circa 370 km². Gli altri laghi menzionati (Trasimeno, Bracciano, Iseo) sono più piccoli.

FINALE: A",166,True
917,Qual è il sinonimo di destro?,lexicon,B,B,"Il termine ""destro"" significa abile, astuto o furbo. Tra le opzioni:
- A) Stolto = sciocco (opposto)
- B) Scaltro = furbo (sinonimo)
- C) Scarso = insufficientemente dotato (non correlato)
- D) Satollo = sazio (non correlato)

FINALE: B",236,True
918,"La congiunzione ""sebbene"" può introdurre una proposizione:",orthography,B,B,"La congiunzione ""sebbene"" introduce una proposizione che esprime un'ammissione o una concessione, pur mantenendo il senso della frase. Quindi, è una congiunzione concessiva.

FINALE: B",184,True
919,In che anno le donne italiane ottennero il diritto di voto?,history,D,D,"Le donne italiane ottennero il diritto di voto nel 1945 con il referendum istituzionale, ma la prima elezione in cui poterono votare fu nel 1946. Tra le opzioni, 1946 è la più corretta.

FINALE: D",196,True
920,"Completa in maniera corretta la seguente frase: ""Con l'analisi economico-filosofica _________ e con il programma espresso nel Manifesto del partito comunista, il ___________ acquistò uno strumento ideologico con il quale ruppe con tutti i compromessi romantici fino ad allora elaborati da quanti avevano affrontato il problema _________"".",history,A,A,"L'analisi economico-filosofica de ""Il Capitale"" (Marx) e il Manifesto del Partito Comunista sono legati al movimento operaio e al problema del socialismo.

FINALE: A",165,True
921,"""La grande proletaria si è mossa "". Così iniziava l'orazione in onore dei morti e dei feriti in Libia pronunciata nel 1911 da :",literature,B,A,"L'orazione in onore dei morti e dei feriti in Libia del 1911 è associata a un contesto patriottico e nazionalista, tipico di Gabriele D'Annunzio, noto per i suoi discorsi accesi e il suo impegno nella guerra italo-turca (1911-1912). Pascoli era un poeta malinconico, Mussolini non era ancora una figura rilevante in quel periodo, e Leopardi è un autore ottocentesco non legato a questo contesto storico.

FINALE: A",414,False
922,Individuare il contrario della parola data: pretenzioso.,synonyms_and_antonyms,A,A,"La parola ""pretenzioso"" significa chi ostenta falsamente qualità o importanza. Il suo contrario dovrebbe indicare umiltà o mancanza di pretese inutili. Tra le opzioni, ""modesto"" (A) è l'unico che corrisponde a questo significato.

FINALE: A",240,True
923,Un sinonimo di “individuare” è:,lexicon,D,D,"""Individuare"" significa trovare o riconoscere qualcosa in modo specifico. Tra le opzioni:
- ""Omologare"" significa approvare o rendere conforme.
- ""Generalizzare"" significa estendere a un insieme più ampio.
- ""Uniformare"" significa rendere omogeneo.
- ""Identificare"" significa riconoscere o localizzare precisamente.

FINALE: D",326,True
924,I paesi che uscirono vittoriosi dalla Prima guerra mondiale furono...,history,C,C,"La Prima guerra mondiale vide come vincitori gli Alleati: Gran Bretagna, Francia, Stati Uniti (entrati in guerra nel 1917) e Italia (che si schierò con l'Intesa nel 1915). Germania, Austria-Ungheria e Impero Ottomano furono i principali sconfitti.

FINALE: C",258,True
925,"""Più caldo"" è un aggettivo di grado:",literature,C,C,"""Più caldo"" è un aggettivo che confronta due elementi, indicando un grado maggiore rispetto a un altro (es. ""più caldo del vento""). Quindi, è un comparativo di maggioranza.

FINALE: C",183,True
926,Chi è l'autore della novella Rosso Malpelo?,literature,A,A,"La novella *Rosso Malpelo* è un'opera del Verismo italiano, e tra i suoi autori più noti c'è Giovanni Verga, noto per il suo realismo crudo e sociale. Le altre opzioni (Capuana, Manzoni, Serao) non sono associate a questo racconto specifico.

FINALE: A",252,True
927,"Scegliere il completamento corretto della frase seguente: ""Sono rimasti alcuni titoli da ... e poi determineremo l'attivo"".",lexicon,A,D,"La frase riguarda un contesto finanziario o contabile, dove si parla di titoli e dell'attivo. ""Conguagliare"" è il termine tecnico che si usa per bilanciare o equalizzare i conti, quindi è il più adatto.

FINALE: D",213,False
928,"Il «collaborazionismo» è una politica estera che combina un non interventismo militare e una politica di nazionalismo economico. In sintesi, è dato dall'unione di: «non interventismo» - lo Stato deve evitare alleanze strette con altri Paesi ed evitareguerre non direttamente collegate alla sicurezza nazionale- e «protezionismo» - devono esistere barriere legali per impedire il commercio e lo scambio culturale con persone di altri Stati. Tale affermazione è….",history,A,A,"Il termine ""collaborazionismo"" storicamente si riferisce alla collaborazione con i nazisti durante l'occupazione, non alle politiche descritte nella domanda.

FINALE: A",168,True
929,Si leggano le seguenti frasi e si individui quellache contiene un errore ortografico:,morphology,C,C,"La frase con l'errore ortografico è ""profiquo"", che dovrebbe essere ""profitto"" (ma in realtà il termine corretto è ""profiquo"" non esiste, il termine giusto è ""profitto"" o ""produttivo"").

FINALE: C",196,True
930,"Il passato remoto del verbo ""fare"" è:",orthography,B,B,"Il verbo ""fare"" è un verbo irregolare. Il suo passato remoto è ""feci"", che corrisponde alla seconda persona singolare (tu). Le altre opzioni sono errate: ""fabbi"" non esiste, ""facei"" è sbagliato e ""fui fatto"" è una forma passiva.

FINALE: B",239,True
931,"Di origine preromana, fu conquistata dai Romani nel 222 a.C., ottenendo nel 49 a.C. da Giulio Cesare il diritto di citt&amp;agrave; e il nome di Tridentum. Si tratta della citt&amp;agrave; di:",geography,B,B,"La città ha un nome che inizia con ""Tri"" e ha radici preromane, con un legame storico con i Romani e Giulio Cesare. Il nome ""Tridentum"" suggerisce una connessione con il numero 3 (tridens = tre denti), tipico del simbolo di Trento.

FINALE: B",242,True
932,Tra quali paesi fu firmato il trattato di Roma il 27 gennaio 1924?,tourism,B,A,"Il trattato di Roma del 1924 riguarda Fiume, che era una questione territoriale tra Italia e Jugoslavia. L'Italia voleva annetterla, ma il trattato riconobbe lo Stato Libero di Fiume come entità indipendente prima della sua successiva annessione all'Italia nel 1924.

FINALE: A",277,False
933,"Nella frase ""I cinque amici arrivarono e crearono una grande confusione"" il termine ""cinque"" svolge la funzione logica di…",orthography,D,D,"Il termine ""cinque"" specifica il numero di ""amici"", che è il soggetto della frase. Quindi, ""cinque"" funziona come un attributo del soggetto.

FINALE: D",151,True
934,In che anno si ebbe la rivolta popolare guidata da Masaniello?,history,C,C,"La rivolta di Masaniello è un evento storico ben noto, associato al 1600. Tra le opzioni, 1647 (C) è l'unica che si inserisce in questo secolo, mentre le altre sono troppo lontane nel tempo o in epoche diverse.

FINALE: C",221,True
935,"La cosiddetta ""spending review"" consiste in:",current_events,A,A,"La spending review è un processo di revisione della spesa pubblica per ottimizzare le risorse e ridurre i costi, quindi si riferisce all'opzione A.

FINALE: A",158,True
936,"La località rurale detta ""La Scarzuola"" deve il suo nome a:",geography,A,A,"La Scarzuola è un luogo legato a San Francesco d'Assisi, noto per la sua semplicità e spiritualità. Il nome ""Scarzuola"" ricorda il termine ""scarso"", che potrebbe riferirsi a una pianta umile o a un fiore modesto. La risposta A menziona una pianta palustre usata da San Francesco, il che è plausibile per un nome legato a lui.

FINALE: A",336,True
937,"In Italia, i giudici che compongono la Corte di giustizia europea sono nominati per:",civic_education,A,A,"La Corte di giustizia europea (CGE) è un organo dell'Unione Europea. I giudici della CGE sono nominati per un mandato di 6 anni, ma il trattato non prevede il rinnovo automatico, quindi in pratica il mandato è non rinnovabile. Tuttavia, in alcuni casi, i giudici possono essere rieletti, ma la prassi comune è che il mandato sia di 6 anni senza rinnovo.

FINALE: A",364,True
